('Total Revenue', '159,969,000', '143,015,000', '125,843,000', '110,360,000', '89,950,000')
         367852 function calls (358932 primitive calls) in 6.103 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1578(<setcomp>)
        1    0.000    0.000    0.120    0.120 __init__.py:2(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        1    0.000    0.000    0.012    0.012 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:245(__init__)
       60    0.000    0.000    0.000    0.000 os.py:693(__iter__)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.001    0.001 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 socket.py:301(makefile)
    86/85    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.006    0.006 mbcsgroupprober.py:30(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       14    0.000    0.000    0.019    0.001 css_parser.py:1055(process_selectors)
       18    0.000    0.000    0.001    0.000 abc.py:84(__new__)
        1    0.000    0.000    0.332    0.332 client.py:267(_read_status)
       19    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
       34    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      127    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       38    0.000    0.000    0.000    0.000 element.py:1283(<listcomp>)
        1    0.000    0.000    0.025    0.025 dammit.py:2(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2018(getLogger)
      119    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.002    0.001 _htmlparser.py:335(prepare_markup)
        1    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
        1    0.000    0.000    0.002    0.002 chardistribution.py:28(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:68(__init__)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        1    0.000    0.000    0.112    0.112 element.py:2(<module>)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
      127    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        1    0.000    0.000    0.000    0.000 __init__.py:129(__init__)
       14    0.000    0.000    0.000    0.000 css_parser.py:450(__init__)
        1    0.000    0.000    0.007    0.007 request.py:575(build_opener)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        7    0.000    0.000    0.000    0.000 financial.py:21(<genexpr>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        1    0.000    0.000    0.334    0.334 client.py:1300(getresponse)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        3    0.000    0.000    0.000    0.000 enum.py:978(_decompose)
        1    0.000    0.000    0.013    0.013 universaldetector.py:28(<module>)
        2    0.000    0.000    0.000    0.000 dammit.py:282(encodings)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
        7    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.475    0.475 request.py:506(open)
        1    0.000    0.000    0.081    0.081 client.py:916(connect)
        1    0.000    0.000    0.005    0.005 _htmlparser.py:2(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.019    0.019 feedparser.py:5(<module>)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.006    0.006 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
       32    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      105    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(get_filename)
       19    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
       14    0.000    0.000    0.002    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.034    0.034 socket.py:901(getaddrinfo)
        1    0.000    0.000    0.010    0.010 ssl.py:723(create_default_context)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        3    0.000    0.000    0.000    0.000 enum.py:997(<listcomp>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
       78    0.000    0.000    0.000    0.000 element.py:1456(__eq__)
        1    0.000    0.000    0.003    0.003 sjisprober.py:28(<module>)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1193(sendall)
        4    0.000    0.000    0.000    0.000 client.py:1208(putheader)
       98    0.000    0.000    0.000    0.000 enum.py:506(<lambda>)
        1    0.000    0.000    0.000    0.000 element.py:151(PageElement)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.044    0.044 css_parser.py:420(CSSParser)
       59    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
        8    0.000    0.000    0.002    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.002    0.002 base64.py:3(<module>)
       16    0.000    0.000    0.000    0.000 message.py:479(set_raw)
       59    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 dammit.py:389(UnicodeDammit)
        1    0.000    0.000    0.016    0.016 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:1060(Tag)
       87    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 functools.py:34(update_wrapper)
        1    0.000    0.000    0.000    0.000 client.py:237(__init__)
        1    0.000    0.000    0.131    0.131 client.py:1411(connect)
        1    0.000    0.000    0.000    0.000 datetime.py:1559(datetime)
       10    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
       37    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.025    0.025 formatter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       50    0.000    0.000    0.000    0.000 enum.py:223(<genexpr>)
        1    0.000    0.000    0.050    0.050 ssl.py:1302(do_handshake)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.010    0.010 client.py:1375(__init__)
        7    0.000    0.000    0.000    0.000 element.py:766(<genexpr>)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.000    0.000 __init__.py:440(reset)
       16    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
        1    0.000    0.000    0.024    0.024 css_parser.py:317(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
      105    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:839(create_module)
        1    0.000    0.000    0.000    0.000 css_types.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method _bisect.insort_right}
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        2    0.000    0.000    0.000    0.000 idna.py:147(encode)
        3    0.000    0.000    0.000    0.000 enum.py:899(_create_pseudo_member_)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1465(<genexpr>)
        1    0.000    0.000    0.004    0.004 parser.py:1(<module>)
       34    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.002    0.002 client.py:406(_close_conn)
       59    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:260(handle_decl)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        1    0.000    0.000    0.013    0.013 __init__.py:19(<module>)
        1    0.000    0.000    0.000    0.000 request.py:307(request_host)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.131    0.131 client.py:1254(_send_request)
        1    0.000    0.000    0.001    0.001 escprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.020    0.020 parser.py:5(<module>)
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 socket.py:643(__init__)
        1    0.000    0.000    0.131    0.131 client.py:939(send)
       28    0.000    0.000    0.000    0.000 __init__.py:554(__missing__)
        8    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        1    0.000    0.000    0.002    0.002 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 css_match.py:459(_Match)
        9    0.000    0.000    0.000    0.000 enum.py:1015(_power_of_two)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:492(_real_close)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.001    0.001 charsetgroupprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:1014(_splittype)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 utf8prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 client.py:816(__init__)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        6    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 css_parser.py:653(parse_pseudo_nth)
        1    0.000    0.000    0.001    0.001 feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1052(putrequest)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 request.py:325(__init__)
       16    0.000    0.000    0.000    0.000 request.py:621(__lt__)
        3    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        2    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7fcc8b818550}
       23    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        1    0.000    0.000    0.000    0.000 parse.py:366(urlparse)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
        1    0.000    0.000    0.000    0.000 dammit.py:318(strip_byte_order_mark)
        1    0.000    0.000    0.000    0.000 _lxml.py:2(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       21    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.050    0.050 ssl.py:494(wrap_socket)
        1    0.000    0.000    0.000    0.000 ssl.py:1166(send)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:622(SpooledTemporaryFile)
        1    0.000    0.000    0.002    0.002 __init__.py:70(search_function)
        4    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.001    0.001 request.py:380(_parse)
        1    0.000    0.000    0.001    0.001 request.py:349(full_url)
        6    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 _html5lib.py:2(<module>)
        1    0.000    0.000    0.002    0.002 dammit.py:68(EntitySubstitution)
       37    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 request.py:634(http_response)
       16    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.001    0.001 string.py:67(__init__)
        1    0.000    0.000    0.123    0.123 _htmlparser.py:369(feed)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.001    0.001 struct.py:3(<module>)
       36    0.000    0.000    0.000    0.000 enum.py:748(name)
        3    0.000    0.000    0.000    0.000 __init__.py:776(__init__)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:101(TreeBuilder)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:718(verify_mode)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2181(timezone)
        1    0.000    0.000    0.000    0.000 universaldetector.py:51(UniversalDetector)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
       13    0.000    0.000    0.000    0.000 enum.py:398(__members__)
        1    0.000    0.000    0.000    0.000 __init__.py:69(BeautifulSoup)
        1    0.000    0.000    0.475    0.475 request.py:1396(https_open)
        1    0.000    0.000    0.008    0.008 ssl.py:569(load_default_certs)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
        2    0.000    0.000    0.000    0.000 ssl.py:710(verify_mode)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        1    0.000    0.000    0.000    0.000 client.py:228(HTTPResponse)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:4(<module>)
        8    0.000    0.000    0.000    0.000 formatter.py:48(__init__)
        3    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        4    0.000    0.000    0.000    0.000 formatter.py:119(__init__)
        1    0.000    0.000    0.003    0.003 linecache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:372(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 __init__.py:2147(NullHandler)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        2    0.000    0.000    0.000    0.000 element.py:1438(__getattr__)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        9    0.000    0.000    0.000    0.000 request.py:614(add_parent)
        1    0.000    0.000    0.481    0.481 request.py:139(urlopen)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:232(handle_entityref)
        2    0.000    0.000    0.000    0.000 socket.py:496(close)
        1    0.000    0.000    0.000    0.000 request.py:1701(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:1275(do_request_)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 client.py:925(close)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.001    0.001 dammit.py:490(_convert_from)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:65(__init__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        6    0.000    0.000    0.000    0.000 enum.py:957(_high_bit)
        1    0.000    0.000    0.000    0.000 parse.py:1035(_splithost)
        2    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        1    0.000    0.000    0.005    0.005 request.py:2634(getproxies_macosx_sysconf)
        1    0.000    0.000    0.000    0.000 request.py:1086(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
       45    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        9    0.000    0.000    0.000    0.000 css_types.py:331(pickle_register)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 socket.py:512(family)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:993(unwrap)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 request.py:2146(FancyURLopener)
        4    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 socket.py:486(_decref_socketios)
        1    0.000    0.000    0.000    0.000 socket.py:502(detach)
        3    0.000    0.000    0.000    0.000 element.py:34(_alias)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:540(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(Logger)
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 request.py:433(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        2    0.000    0.000    0.475    0.237 request.py:495(_call_chain)
        1    0.000    0.000    0.000    0.000 request.py:1340(<dictcomp>)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
       35    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.131    0.131 client.py:998(_send_output)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __meta__.py:82(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:853(Handler)
        3    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:55(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.123    0.123 __init__.py:427(_feed)
        1    0.000    0.000    0.000    0.000 dammit.py:553(_codec)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:477(register_treebuilders_from)
        4    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(create_module)
        1    0.000    0.000    0.000    0.000 __meta__.py:138(_get_canonical)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        3    0.000    0.000    0.000    0.000 enum.py:889(_missing_)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 ssl.py:486(_encode_hostname)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        2    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        1    0.000    0.000    0.000    0.000 __init__.py:1224(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 client.py:377(_check_close)
        2    0.000    0.000    0.000    0.000 request.py:411(add_unredirected_header)
        1    0.000    0.000    0.000    0.000 request.py:945(AbstractBasicAuthHandler)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        3    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        1    0.000    0.000    0.000    0.000 client.py:526(_read_and_discard_trailer)
        1    0.000    0.000    0.475    0.475 request.py:535(_open)
        4    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        1    0.000    0.000    0.000    0.000 tempfile.py:767(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:391(_splitnetloc)
        1    0.000    0.000    0.000    0.000 __init__.py:41(register)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.001    0.001 __init__.py:417(PercentStyle)
        1    0.000    0.000    0.000    0.000 element.py:875(NavigableString)
        1    0.000    0.000    0.000    0.000 __init__.py:843(_addHandlerRef)
        1    0.000    0.000    0.123    0.123 parser.py:104(feed)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ssl.py:482(__new__)
        1    0.000    0.000    0.000    0.000 dammit.py:225(EncodingDetector)
        1    0.000    0.000    0.131    0.131 client.py:1249(request)
        2    0.000    0.000    0.000    0.000 request.py:388(get_method)
        4    0.000    0.000    0.000    0.000 dammit.py:266(_usable)
        1    0.000    0.000    0.006    0.006 request.py:2657(getproxies)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 request.py:1595(CacheFTPHandler)
        8    0.000    0.000    0.000    0.000 formatter.py:41(_default)
        1    0.000    0.000    0.000    0.000 __init__.py:862(__init__)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 client.py:862(_get_hostport)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 parse.py:399(_checknetloc)
        1    0.000    0.000    0.131    0.131 client.py:1236(endheaders)
        1    0.000    0.000    0.000    0.000 __init__.py:559(__init__)
        1    0.000    0.000    0.000    0.000 enums.py:65(CharacterCategory)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
        4    0.000    0.000    0.000    0.000 request.py:343(full_url)
